time,x,y,z,vx,vy,vz,phi,theta,psi,p,q,r
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,4.9844862176425806e-05,3.765477328124589e-05,0.0002078988520392332,0.009938002688346317,0.00756188793711889,0.04157963943192782,-0.0014336210564269661,-0.001433619216194804,1.0272268364987453e-06,-0.28661055554976117,-0.28661055554976117,0.0
0.02,0.00019815396270294144,0.0001532067111917578,0.0008283727635326848,0.019639448905318053,0.01563283194834075,0.08251448435119083,-0.005362789108009584,-0.005362748441011763,7.962685079259429e-06,-0.49913479924547777,-0.49913027771033813,-0.0012830103835787296
0.03,0.00044111691455908674,0.0003531693107869199,0.0018549649236424474,0.028829791729432577,0.024483009048799825,0.12280182809446952,-0.011142033912378443,-0.01114179495779392,2.3481037802474836e-05,-0.6566302202801222,-0.6565973429409824,-0.005150812104011933
0.04,0.0007725762115036083,0.0006463594900753033,0.0032811903182340513,0.03731039508079922,0.03430670054935103,0.16243870341569888,-0.018291982365116064,-0.018291234496711165,4.500558250562835e-05,-0.7732588021413663,-0.7731410488520096,-0.01158674934976102
0.05,0.001184681628552943,0.0010432438601355308,0.0051005355223207975,0.04493857818554791,0.04524235596021106,0.20142255074055587,-0.026456639440272843,-0.026454968023045124,6.913219996276737e-05,-0.8595440787543,-0.8592527321296258,-0.020117013345326278
0.060000000000000005,0.0016683723005254628,0.0015554584538203984,0.007306463389000661,0.05161284622739654,0.05738747477734926,0.23975138626414244,-0.035371658604056146,-0.03536862150869152,9.313107083694186e-05,-0.9233035629427881,-0.922726028774402,-0.03018835503912168
0.07,0.002213731304825411,0.002195456971145554,0.009892418654766063,0.05726196951813314,0.0708096162271662,0.2774237569837884,-0.04484077063398045,-0.04483596915293921,0.0001152388595383658,-0.9703430778755021,-0.9693523410427528,-0.04131414357873716
0.08,0.0028102460119970663,0.002976253991491269,0.012851832823842921,0.06183691775748914,0.0855545228575177,0.3144386211943114,-0.05471827317360422,-0.05471140207866803,0.00013451845681744637,-1.0049737373031067,-1.0034358185889514,-0.05311490370680254
0.09,0.0034469988715405972,0.003911238188024725,0.016178127808874267,0.06530490981356168,0.10165210144460717,0.3507952169210935,-0.06489602267922998,-0.06488689739393086,0.0001506162750195625,-1.0303965078327266,-1.0281752807965046,-0.06531491089860655
0.09999999999999999,0.00411280690175336,0.00501403704100202,0.019864718295208954,0.06764502882983871,0.1191208190532245,0.3864929429489122,-0.07529377106035595,-0.07528233616063207,0.00016354103036388067,-1.0489880158269844,-1.0459478353885792,-0.07772373716153268
0.10999999999999999,0.004796323394870129,0.006298419381239302,0.023905012978238823,0.06884499411629323,0.13797093015280473,0.4215312591087161,-0.08585198707201644,-0.0858383120647556,0.00017349832988756357,-1.062512830703466,-1.058519686233941,-0.09021543234799917
0.11999999999999998,0.005486111818841172,0.007778225690541891,0.028292414861036612,0.0688987871321798,0.15820684312288014,0.45590960450768553,-0.09652652369397985,-0.09651079151910649,0.00018078021055315083,-1.0722810864340357,-1.0672028992810787,-0.10271024055328194
0.12999999999999998,0.006170699283887546,0.009467318746092303,0.033020320774862486,0.06780490778517984,0.1798288537112087,0.4896273292806737,-0.10728465698294037,-0.1072671493713449,0.00018569780599027438,-1.0792655012376091,-1.0729720002418486,-0.11516019697544636
0.13999999999999999,0.006838615011739127,0.011379549156067597,0.03808212023717155,0.06556509596734163,0.20283441281224904,0.5226836345480831,-0.1181021438634115,-0.1180832263003368,0.00018854421099174338,-1.0841882537033167,-1.0765506919720413,-0.12753846734751106
0.15,0.00747841782287401,0.013528731773595147,0.04347119370795148,0.06218339682070532,0.22721905130373116,0.5550775152525215,-0.12896103692435226,-0.12894114482263952,0.00018957688080960597,-1.087585483981236,-1.0784763371372594,-0.13983178274437083
0.16,0.00807871561120806,0.015928630030654544,0.04918091025205154,0.057665480536394205,0.2529770516861908,0.5868077007712846,-0.13984806159602148,-0.1398276884520487,0.00018901180496575003,-1.08985518662253,-1.0791478952316929,-0.1520352420372201
0.17,0.008628179009185456,0.018592946003276517,0.05520462456398073,0.05201815145154248,0.2801019318985905,0.6178725883773073,-0.15075341109199708,-0.15073309885130382,0.00018702422978147284,-1.0912927743283383,-1.078861549618124,-0.1641488401189172
0.18000000000000002,0.009115550887023965,0.021535314578666215,0.061535673261601774,0.045248999001345575,0.30858678865469197,0.6482701646441534,-0.16166985166378495,-0.16165018320012775,0.0001837526171392943,-1.092117488103394,-1.0778371785263199,-0.17617521217270896
0.19000000000000003,0.009529652924808911,0.024769300498225837,0.06816737030471165,0.03736615633527129,0.3384245342606151,0.6779979097547078,-0.17259205833216465,-0.17257365177763753,0.00017930385741439964,-1.0924920105432598,-1.076238018085142,-0.1881182123852637
0.20000000000000004,0.009859390206089594,0.028308397337750403,0.07509300134234971,0.028378142319620263,0.3696080508810209,0.7070526794324773,-0.18351612178249765,-0.1834996263826068,0.00017375862757159773,-1.09253703165361,-1.0741852649519483,-0.19998205216307174
0.21000000000000005,0.01009375457782081,0.03216602768645984,0.08230581673825904,0.018293770100551908,0.4021302787091291,0.735430558973686,-0.19443918236226607,-0.1944252755274854,0.00016717633107049917,-1.0923420660314682,-1.071768918671864,-0.2117708051629476
0.22000000000000006,0.010221827382569024,0.036355543921436126,0.08979902296803478,0.007122111015510498,0.43598424882070325,0.7631266837814258,-0.20535915845175964,-0.20534854370770825,0.0001595993810422445,-1.0919734858834622,-1.0690558306436986,-0.22348814702642048
